steps,0_CuNi,1_Ag_subCu,2_Au_subCu,6_Pd_subNi,7_Pt_subNi,9_Fe_subNi,11_Pd_subCu,13_Ag_subNi,14_Au_subNi
*NH + H2 + NH3,-2.0573656241758727,-2.506903131317813,-2.4155121237854473,-1.607756832789164,-1.5045258260215633,-1.5982347257668152,-2.0030859443941154,-2.0826347892871127,-1.9460201401961967
*NH + H2 + NH3,-2.0573656241758727,-2.506903131317813,-2.4155121237854473,-1.607756832789164,-1.5045258260215633,-1.5982347257668152,-2.0030859443941154,-2.0826347892871127,-1.9460201401961967
*NH2 + H + NH3,-2.678021013678517,-2.095640562765766,-2.5047039658529684,-2.280988103360869,-2.4259595948969945,-2.371259706967976,-2.251933345629368,-2.7059189273859374,-2.4750279200379737
*NH2 + H + NH3,-2.678021013678517,-2.095640562765766,-2.5047039658529684,-2.280988103360869,-2.4259595948969945,-2.371259706967976,-2.251933345629368,-2.7059189273859374,-2.4750279200379737
*NH2 + H + NH3,-2.678021013678517,-2.095640562765766,-2.5047039658529684,-2.280988103360869,-2.4259595948969945,-2.371259706967976,-2.251933345629368,-2.7059189273859374,-2.4750279200379737
*NH2 + H + NH3,-2.678021013678517,-2.095640562765766,-2.5047039658529684,-2.280988103360869,-2.4259595948969945,-2.371259706967976,-2.251933345629368,-2.7059189273859374,-2.4750279200379737
*NH2 + H + NH3,-2.678021013678517,-2.095640562765766,-2.5047039658529684,-2.280988103360869,-2.4259595948969945,-2.371259706967976,-2.251933345629368,-2.7059189273859374,-2.4750279200379737
*NH3 + NH3,-3.21039597527124,-3.1872043726034462,-3.223949542210903,-3.305122255173046,-3.321928027551621,-3.2887046249816194,-3.203577172011137,-3.2028322392725386,-3.3328993066679686
*NH3 + NH3,-3.21039597527124,-3.1872043726034462,-3.223949542210903,-3.305122255173046,-3.321928027551621,-3.2887046249816194,-3.203577172011137,-3.2028322392725386,-3.3328993066679686
*NH3 + NH3,-3.21039597527124,-3.1872043726034462,-3.223949542210903,-3.305122255173046,-3.321928027551621,-3.2887046249816194,-3.203577172011137,-3.2028322392725386,-3.3328993066679686
*NH3 + NH3,-3.21039597527124,-3.1872043726034462,-3.223949542210903,-3.305122255173046,-3.321928027551621,-3.2887046249816194,-3.203577172011137,-3.2028322392725386,-3.3328993066679686
*NH3 + NH3,-3.21039597527124,-3.1872043726034462,-3.223949542210903,-3.305122255173046,-3.321928027551621,-3.2887046249816194,-3.203577172011137,-3.2028322392725386,-3.3328993066679686
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
