*H,* + (1/2)H2
-0.6421748103457503,0.6421748103457503
-0.7340081353322603,0.7340081353322603
-0.6095873112790287,0.6095873112790287
-0.4745201953337528,0.4745201953337528
-0.45424156700028107,0.45424156700028107
-0.48342159105231985,0.48342159105231985
-0.5071109420969151,0.5071109420969151
-0.6445834335754625,0.6445834335754625
-0.734733255347237,0.734733255347237
