*N2,*N2H,*NHNH,*NHNH2,*N2H4,*NH2NH3,*NH3 + NH3,2NH3 + *,path,system
-0.7674585890490562,1.2931786443805322,-0.6618221095413901,-0.8691154995467514,-0.5798718456062488,-1.2096105152741075,-0.41569606063421816,1.1166562170838006,path_1,0_CuNi
-0.7546062139444984,1.2927847348619252,-0.6279734636191279,-0.9515607961802743,-0.5464502868708223,-1.2254260237095878,-0.37397232314106077,1.093464614416007,path_1,1_Ag_subCu
-0.7302398933679797,0.9666209908318706,-0.3587943222373724,-0.9314419751171954,-0.5551384607679211,-1.2219143030815758,-0.3930415784707293,1.1302097840234637,path_1,2_Au_subCu
-0.7594634625129402,1.137665050686337,-0.4837219084147364,-1.171196962473914,0.06063849257770926,-1.2912665068288334,-0.7090212449547835,1.1226267837337218,path_1,6_Pd_subNi
-0.8464195424458012,1.1031619772547856,0.14656724134692922,-1.6455862948205322,-0.03171482449397445,-1.7856419584713876,-0.26229462592164055,1.228188269364182,path_1,7_Pt_subNi
-0.8771205848897807,1.1659399430500343,-0.445635604148265,-1.1110806411597878,0.2084467041422613,-1.9602500801556744,-0.2725354624562897,1.1984959674300626,path_1,9_Fe_subNi
-0.8478552340529859,1.015581907122396,-0.30496478447457775,-0.6412501340964809,-0.33187284640735015,-1.8794879247434437,-0.3102146078599617,1.206323866324965,path_1,11_Pd_subCu
-0.7743784514605068,1.032543845649343,-0.38155840925173834,-0.7382287742802873,-0.5631221233052202,-1.2267895464901812,-0.5512987801339477,1.1090924810850993,path_1,13_Ag_subNi
-0.7685344070778228,0.3059769481769763,0.3230321252485737,-0.6985044303000905,-0.6358802321483381,-1.1278048405074514,-0.6498374122893438,1.1578124907100573,path_1,14_Au_subNi
