steps,0_CuNi,1_Ag_subCu,2_Au_subCu,6_Pd_subNi,7_Pt_subNi,9_Fe_subNi,11_Pd_subCu,13_Ag_subNi,14_Au_subNi
*NH2NH3 + H,-3.0492339565535076,-2.286471806175541,-2.7999716051854193,-2.5073452969663776,-2.4319449087488465,-3.019700263161212,-2.989849016594235,-2.4623627144028433,-2.601714836608153
*NH3 + NH3,-3.3072216900764033,-3.1872043726034462,-3.3277401053346694,-3.216366541921161,-3.2258923714398406,-3.292235725617502,-3.300063624512404,-2.942999254562892,-3.2515522488974966
*NH3 + NH3,-3.3072216900764033,-3.1872043726034462,-3.3277401053346694,-3.216366541921161,-3.2258923714398406,-3.292235725617502,-3.300063624512404,-2.942999254562892,-3.2515522488974966
*NH3 + NH3,-3.3072216900764033,-3.1872043726034462,-3.3277401053346694,-3.216366541921161,-3.2258923714398406,-3.292235725617502,-3.300063624512404,-2.942999254562892,-3.2515522488974966
*NH3 + NH3,-3.3072216900764033,-3.1872043726034462,-3.3277401053346694,-3.216366541921161,-3.2258923714398406,-3.292235725617502,-3.300063624512404,-2.942999254562892,-3.2515522488974966
*NH3 + NH3,-3.3072216900764033,-3.1872043726034462,-3.3277401053346694,-3.216366541921161,-3.2258923714398406,-3.292235725617502,-3.300063624512404,-2.942999254562892,-3.2515522488974966
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
