steps,0_CuNi,1_Ag_subCu,2_Au_subCu,6_Pd_subNi,7_Pt_subNi,9_Fe_subNi,11_Pd_subCu,13_Ag_subNi,14_Au_subNi
*NH + H2 + NH3,-1.6055256918189116,-1.7990225293906406,-1.6993774352013133,-1.4394104465609416,-1.4550314736552536,-1.5983846497256309,-1.5481237574131228,-1.6234983369940892,-2.0230609519057907
*NH + H2 + NH3,-1.6055256918189116,-1.7990225293906406,-1.6993774352013133,-1.4394104465609416,-1.4550314736552536,-1.5983846497256309,-1.5481237574131228,-1.6234983369940892,-2.0230609519057907
*NH2 + H + NH3,-2.4444169473135844,-2.3305743567761965,-2.290191439620685,-1.9689339178730734,-1.998055694566574,-2.4447797651519068,-2.3361890267115086,-2.431185767520219,-2.718207616941072
*NH2 + H + NH3,-2.4444169473135844,-2.3305743567761965,-2.290191439620685,-1.9689339178730734,-1.998055694566574,-2.4447797651519068,-2.3361890267115086,-2.431185767520219,-2.718207616941072
*NH2 + H + NH3,-2.4444169473135844,-2.3305743567761965,-2.290191439620685,-1.9689339178730734,-1.998055694566574,-2.4447797651519068,-2.3361890267115086,-2.431185767520219,-2.718207616941072
*NH2 + H + NH3,-2.4444169473135844,-2.3305743567761965,-2.290191439620685,-1.9689339178730734,-1.998055694566574,-2.4447797651519068,-2.3361890267115086,-2.431185767520219,-2.718207616941072
*NH2 + H + NH3,-2.4444169473135844,-2.3305743567761965,-2.290191439620685,-1.9689339178730734,-1.998055694566574,-2.4447797651519068,-2.3361890267115086,-2.431185767520219,-2.718207616941072
*NH3 + NH3,-3.3072216900764033,-3.1872043726034462,-3.3277401053346694,-3.216366541921161,-3.2258923714398406,-3.292235725617502,-3.300063624512404,-2.942999254562892,-3.2515522488974966
*NH3 + NH3,-3.3072216900764033,-3.1872043726034462,-3.3277401053346694,-3.216366541921161,-3.2258923714398406,-3.292235725617502,-3.300063624512404,-2.942999254562892,-3.2515522488974966
*NH3 + NH3,-3.3072216900764033,-3.1872043726034462,-3.3277401053346694,-3.216366541921161,-3.2258923714398406,-3.292235725617502,-3.300063624512404,-2.942999254562892,-3.2515522488974966
*NH3 + NH3,-3.3072216900764033,-3.1872043726034462,-3.3277401053346694,-3.216366541921161,-3.2258923714398406,-3.292235725617502,-3.300063624512404,-2.942999254562892,-3.2515522488974966
*NH3 + NH3,-3.3072216900764033,-3.1872043726034462,-3.3277401053346694,-3.216366541921161,-3.2258923714398406,-3.292235725617502,-3.300063624512404,-2.942999254562892,-3.2515522488974966
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
