*N2,*N2H,*NNH2,*NNH3,*N + NH3,*NH + NH3,*NH2 + NH3,*NH3 + NH3,2NH3 + *,path,system
-0.8840830644476227,1.1381086987094022,-0.5566082496661693,0.2122802840312943,-0.3354298039339483,-1.1797935565118678,-0.8388912554946728,-0.8628047427628189,1.213481931888964,path_2,0_CuNi
-0.7546062139444984,0.9752585461246781,-0.6277710243593901,0.07025460147997364,-0.23301437339978293,-1.2291440652916208,-0.531551827385556,-0.8566300158272497,1.093464614416007,path_2,1_Ag_subCu
-0.8537990436307155,1.0901801410946064,-0.5919097493169829,0.03703328606206924,-0.12889870471553877,-1.2519833646947518,-0.5908140044193715,-1.0375486657139845,1.23400034714723,path_2,2_Au_subCu
-0.8753829678171314,1.2532479236833751,-0.6466486965073273,0.12709809670923278,-0.26586532936198637,-1.2002058594953269,-0.673231270571705,-1.0241341518121772,1.2113824969856068,path_2,6_Pd_subNi
-0.7278134044609033,0.7747789960121736,-0.20850768353557214,0.12985041353385895,-0.5246080413344316,-0.8987317538703792,-0.5430242209113203,-1.2278366769314744,1.132152613310609,path_2,7_Pt_subNi
-0.5228641792200506,0.3365829914691858,-0.0559918032377027,-0.2912169511546381,-0.6395210035261698,-0.4252237800974399,-0.7730249812593684,-0.9174449179554358,1.1949648667941801,path_2,9_Fe_subNi
-0.7264439590508118,0.8941706321202219,-0.9914718893705867,0.7866772303241305,-1.065015326894354,-0.9010026315227151,-0.24884740129346028,-0.9516438263235614,1.1098374138236977,path_2,11_Pd_subCu
-0.8846752662793733,1.1428406604682095,-0.5284380273660645,0.17472158855525777,-0.36268784815911204,-1.1652594442130066,-0.8076874305261299,-0.5118134870426729,0.8492594963754527,path_2,13_Ag_subNi
-0.8750141253112815,0.857304664212279,-0.6409554767305963,0.035721268970519304,-0.35484333394560963,-0.9682331373915076,-0.5290077798417769,-0.857871386629995,1.2391595484805293,path_2,14_Au_subNi
