steps,0_CuNi,1_Ag_subCu,2_Au_subCu,6_Pd_subNi,7_Pt_subNi,9_Fe_subNi,11_Pd_subCu,13_Ag_subNi,14_Au_subNi
*NH2NH3 + H,-2.7946999146370217,-2.8132320494623855,-2.8309079637983814,-2.5391706604277715,-3.0596334016299807,-2.79591382102808,-3.1167734888149425,-2.651533459138591,-2.601714836608153
*NH3 + NH3,-3.21039597527124,-3.1872043726034462,-3.223949542210903,-3.305122255173046,-3.321928027551621,-3.2887046249816194,-3.203577172011137,-3.2028322392725386,-3.3328993066679686
*NH3 + NH3,-3.21039597527124,-3.1872043726034462,-3.223949542210903,-3.305122255173046,-3.321928027551621,-3.2887046249816194,-3.203577172011137,-3.2028322392725386,-3.3328993066679686
*NH3 + NH3,-3.21039597527124,-3.1872043726034462,-3.223949542210903,-3.305122255173046,-3.321928027551621,-3.2887046249816194,-3.203577172011137,-3.2028322392725386,-3.3328993066679686
*NH3 + NH3,-3.21039597527124,-3.1872043726034462,-3.223949542210903,-3.305122255173046,-3.321928027551621,-3.2887046249816194,-3.203577172011137,-3.2028322392725386,-3.3328993066679686
*NH3 + NH3,-3.21039597527124,-3.1872043726034462,-3.223949542210903,-3.305122255173046,-3.321928027551621,-3.2887046249816194,-3.203577172011137,-3.2028322392725386,-3.3328993066679686
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
2NH3 + *,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393,-2.0937397581874393
